id,asset_id,dr7objid,ra,dec,gz2class,broad_morphology,object_type,confidence,anomaly_score,ood_score,priority,catalog_status,catalog_name,observation_time,image_url,split,is_demo,explanation,provenance,p_smooth,p_features,p_edgeon,p_spiral,p_bar,p_odd
LIB-000054,34342,587729386610098284,158.74362,56.91236,Ser,EDGE_ON,Galaxy,0.7953,0.1024,0.1024,LOW,MATCHED,SDSS DR7 J587729+3866,2026-06-26T05:53:00Z,/library/images/34342.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.80 with 79.5% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1536,0.8777,0.7953,0.0,0.0,0.0
LIB-000055,34978,587729387678204137,139.27853,50.97764,Sen,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587729+3876,2026-07-27T06:54:00Z,/library/images/34978.jpg,val,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2138,0.8865,1.0,0.0,0.0,0.0
LIB-000056,35052,587729387683315824,156.22203,57.0983,Sen,EDGE_ON,Galaxy,0.9534,0.05,0.05,LOW,MATCHED,SDSS DR7 J587729+3876,2026-08-28T07:55:00Z,/library/images/35052.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.95 with 95.3% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1173,0.6754,0.9534,1.0,1.0,0.0
LIB-000057,36333,587729409149763796,245.8806,46.92514,Ser,EDGE_ON,Galaxy,0.7218,0.1391,0.1391,LOW,MATCHED,SDSS DR7 J587729+4091,2026-09-01T08:56:00Z,/library/images/36333.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.72 with 72.2% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3589,0.8236,0.7218,0.2432,0.0,0.0
LIB-000058,36866,587729652885815478,249.31654,39.71514,Ser,EDGE_ON,Galaxy,0.799,0.1005,0.1005,LOW,MATCHED,SDSS DR7 J587729+6528,2026-10-02T09:57:00Z,/library/images/36866.jpg,test,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.80 with 79.9% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1171,0.9083,0.799,0.0,0.0,0.0
LIB-000059,37229,587729653963227489,256.0581,33.26471,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587729+6539,2026-11-03T10:58:00Z,/library/images/37229.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.171,0.9262,1.0,0.0,0.0,0.0475
LIB-000060,37488,587729748447985950,228.99677,2.2898,Ser,EDGE_ON,Galaxy,0.99,0.0739,0.0739,LOW,MATCHED,SDSS DR7 J587729+7484,2026-12-04T11:59:00Z,/library/images/37488.jpg,val,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0872,0.9106,1.0,0.0,0.0,0.1378
LIB-000061,37555,587729748984725790,228.63965,2.71152,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587729+7489,2026-01-05T12:00:00Z,/library/images/37555.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0699,0.9075,1.0,0.0,0.0,0.0323
LIB-000062,37786,587729751671374144,251.34622,37.01944,Sen,EDGE_ON,Galaxy,0.6755,0.182,0.182,LOW,WEAK_MATCH,SDSS DR7 J587729+7516,2026-02-06T13:01:00Z,/library/images/37786.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.68 with 67.5% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.4385,0.5169,0.6755,0.0,0.0,0.0395
LIB-000063,38983,587729776901816457,201.72318,-2.85295,Seb,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587729+7769,2026-03-07T14:02:00Z,/library/images/38983.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Seb'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0389,0.9846,1.0,0.0,0.0,0.0322
LIB-000064,39077,587729776907190522,214.07109,-2.72683,Sen,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587729+7769,2026-04-08T15:03:00Z,/library/images/39077.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1967,0.7466,1.0,0.0,0.0,0.0522
LIB-000065,40763,587729971787465096,218.52141,-1.61029,Ser,EDGE_ON,Galaxy,0.6,0.2802,0.2802,LOW,MATCHED,SDSS DR7 J587729+9717,2026-05-09T16:04:00Z,/library/images/40763.jpg,test,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.60 with 60.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3562,0.8775,0.6,0.6797,0.0,0.1603
LIB-000066,41916,587730022799442295,237.57512,4.73109,Ser,EDGE_ON,Galaxy,0.8928,0.0959,0.0959,LOW,MATCHED,SDSS DR7 J587730+0227,2026-06-10T17:05:00Z,/library/images/41916.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.89 with 89.3% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1707,0.8201,0.8928,0.0,1.0,0.0846
LIB-000067,41977,587730023325565135,212.9706,7.21898,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587730+0233,2026-07-11T18:06:00Z,/library/images/41977.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2723,0.6608,1.0,0.0,0.0,0.0526
LIB-000068,42013,587730023327531147,217.41553,6.87446,Ser(o),EDGE_ON,Galaxy,0.6446,0.4634,0.4634,MEDIUM,MATCHED,SDSS DR7 J587730+0233,2026-08-12T19:07:00Z,/library/images/42013.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.64 with 64.5% classification confidence. Original GZ2 taxonomy: 'Ser(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.57).",Galaxy Zoo 2 Survey / SDSS DR7,0.1502,0.926,0.6446,0.4897,0.0,0.5714
LIB-000069,45564,587731680115622113,126.97225,36.94104,Ser,EDGE_ON,Galaxy,0.6882,0.1763,0.1763,LOW,MATCHED,SDSS DR7 J587731+6801,2026-09-13T20:08:00Z,/library/images/45564.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.69 with 68.8% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2512,0.6927,0.6882,0.0,0.0,0.0409
LIB-000070,46088,587731868022145092,174.91402,53.70092,Ser,EDGE_ON,Galaxy,0.929,0.2133,0.2133,LOW,MATCHED,SDSS DR7 J587731+8680,2026-10-14T21:09:00Z,/library/images/46088.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.93 with 92.9% classification confidence. Original GZ2 taxonomy: 'Ser'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.36).",Galaxy Zoo 2 Survey / SDSS DR7,0.1319,0.8327,0.929,0.0,0.6646,0.3557
LIB-000071,46864,587731870168252467,169.19434,54.75135,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587731+8701,2026-11-15T22:10:00Z,/library/images/46864.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1941,0.8647,1.0,0.0,0.0,0.0302
LIB-000072,47591,587731873922679229,119.2262,33.21839,Ser,EDGE_ON,Galaxy,0.5096,0.2617,0.2617,LOW,MATCHED,SDSS DR7 J587731+8739,2026-12-16T23:11:00Z,/library/images/47591.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.51 with 51.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1318,0.9516,0.5096,0.604,0.0923,0.0331
LIB-000073,47728,587731874461581354,122.39075,36.98521,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587731+8744,2026-01-17T00:12:00Z,/library/images/47728.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1267,0.9457,1.0,0.0,0.0,0.058
LIB-000074,47938,587731886268547570,116.48623,29.49068,Sen,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,WEAK_MATCH,SDSS DR7 J587731+8862,2026-02-18T01:13:00Z,/library/images/47938.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.4427,0.5239,1.0,0.0,0.0,0.0414
LIB-000075,48008,587731886272545157,123.50138,36.50177,Sen,EDGE_ON,Galaxy,0.8315,0.0843,0.0843,LOW,MATCHED,SDSS DR7 J587731+8862,2026-03-19T02:14:00Z,/library/images/48008.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.83 with 83.1% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3239,0.6287,0.8315,1.0,1.0,0.0
LIB-000076,48041,587731886273724617,125.72018,38.38835,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587731+8862,2026-04-20T03:15:00Z,/library/images/48041.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0199,0.9885,1.0,0.0,0.0,0.0
LIB-000077,48055,587731886274642147,127.55768,39.88847,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587731+8862,2026-05-21T04:16:00Z,/library/images/48055.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0807,0.919,1.0,0.0,0.0,0.0772
LIB-000078,48521,587731887887351964,131.0916,44.10659,Ser,EDGE_ON,Galaxy,0.9,0.1173,0.1173,LOW,MATCHED,SDSS DR7 J587731+8878,2026-06-22T05:17:00Z,/library/images/48521.jpg,test,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.90 with 90.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3476,0.6612,0.9,0.0,0.0,0.1346
LIB-000079,48604,587731889502683360,173.0783,55.928,Ser(o),EDGE_ON,Galaxy,0.5376,0.6768,0.6768,HIGH,MATCHED,SDSS DR7 J587731+8895,2026-07-23T06:18:00Z,/library/images/48604.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.54 with 53.8% classification confidence. Original GZ2 taxonomy: 'Ser(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.89).",Galaxy Zoo 2 Survey / SDSS DR7,0.0125,0.9521,0.5376,0.4926,0.0,0.8911
LIB-000080,48641,587731889503862933,177.89407,56.41931,Ser,EDGE_ON,Galaxy,0.9232,0.05,0.05,LOW,MATCHED,SDSS DR7 J587731+8895,2026-08-24T07:19:00Z,/library/images/48641.jpg,val,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.92 with 92.3% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0424,0.9514,0.9232,0.0,1.0,0.0
LIB-000081,49990,587732049488117935,161.05717,55.07439,Ser,EDGE_ON,Galaxy,0.6076,0.2125,0.2125,LOW,MATCHED,SDSS DR7 J587732+0494,2026-09-25T08:20:00Z,/library/images/49990.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.61 with 60.8% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2018,0.7995,0.6076,0.0,0.0,0.0327
LIB-000082,50096,587732050023612478,155.87616,54.29872,Sen,EDGE_ON,Galaxy,0.8408,0.0825,0.0825,LOW,MATCHED,SDSS DR7 J587732+0500,2026-10-26T09:21:00Z,/library/images/50096.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.84 with 84.1% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.5087,0.7008,0.8408,0.0,0.0,0.0058
LIB-000083,50230,587732050559500391,152.15547,53.61102,Ser,EDGE_ON,Galaxy,0.9323,0.055,0.055,LOW,MATCHED,SDSS DR7 J587732+0505,2026-11-27T10:22:00Z,/library/images/50230.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.93 with 93.2% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2285,0.8296,0.9323,0.0,0.0,0.0424
LIB-000084,50417,587732053234155903,115.51583,23.66932,Ser,EDGE_ON,Galaxy,0.9466,0.05,0.05,LOW,MATCHED,SDSS DR7 J587732+0532,2026-12-28T11:23:00Z,/library/images/50417.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.95 with 94.7% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1367,0.9444,0.9466,0.0,0.0,0.0
LIB-000085,50715,587732053779218755,130.87933,37.13137,Sen,EDGE_ON,Galaxy,0.8258,0.1083,0.1083,LOW,MATCHED,SDSS DR7 J587732+0537,2026-01-01T12:24:00Z,/library/images/50715.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.83 with 82.6% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3151,0.7508,0.8258,1.0,0.0,0.0424
LIB-000086,50969,587732054317728049,134.06229,39.91973,Ser,EDGE_ON,Galaxy,0.786,0.1262,0.1262,LOW,MATCHED,SDSS DR7 J587732+0543,2026-02-02T13:25:00Z,/library/images/50969.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.79 with 78.6% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3695,0.611,0.786,0.0,0.5745,0.0383
LIB-000087,51707,587732135381106779,165.8333,50.75535,Sen,EDGE_ON,Galaxy,0.921,0.1687,0.1687,LOW,MATCHED,SDSS DR7 J587732+1353,2026-03-03T14:26:00Z,/library/images/51707.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.92 with 92.1% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3032,0.7033,0.921,0.0,1.0,0.2584
LIB-000088,52321,587732136998142056,189.44661,53.60958,Sen,EDGE_ON,Galaxy,0.6125,0.2258,0.2258,LOW,MATCHED,SDSS DR7 J587732+1369,2026-04-04T15:27:00Z,/library/images/52321.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.61 with 61.3% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2965,0.6261,0.6125,0.0,0.0,0.0642
LIB-000089,52508,587732152565235843,136.03168,37.64761,Ser,EDGE_ON,Galaxy,0.7006,0.297,0.297,LOW,MATCHED,SDSS DR7 J587732+1525,2026-05-05T16:28:00Z,/library/images/52508.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.70 with 70.1% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1769,0.9357,0.7006,0.6286,0.0,0.2946
LIB-000090,52995,587732156316975235,122.43196,28.01638,Ser,EDGE_ON,Galaxy,0.5604,0.2977,0.2977,LOW,MATCHED,SDSS DR7 J587732+1563,2026-06-06T17:29:00Z,/library/images/52995.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.56 with 56.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3931,0.6693,0.5604,0.0,1.0,0.1558
LIB-000091,53072,587732156853191055,120.93735,27.30124,Ser,EDGE_ON,Galaxy,0.9666,0.1242,0.1242,LOW,MATCHED,SDSS DR7 J587732+1568,2026-07-07T18:30:00Z,/library/images/53072.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.97 with 96.7% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0641,0.9189,0.9666,0.5812,0.5032,0.2151
LIB-000092,53545,587732471456399585,118.97646,26.49594,Ser,EDGE_ON,Galaxy,0.7827,0.1686,0.1686,LOW,MATCHED,SDSS DR7 J587732+4714,2026-08-08T19:31:00Z,/library/images/53545.jpg,test,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.78 with 78.3% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0975,0.9021,0.7827,0.6888,0.0,0.12
LIB-000093,54850,587732483280076928,162.44168,47.64751,Ser,EDGE_ON,Galaxy,0.556,0.253,0.253,LOW,WEAK_MATCH,SDSS DR7 J587732+4832,2026-09-09T20:32:00Z,/library/images/54850.jpg,val,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.56 with 55.6% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3506,0.5039,0.556,0.0,0.0,0.062
LIB-000094,54990,587732483290235101,197.82388,49.20726,Ser,EDGE_ON,Galaxy,0.8,0.1345,0.1345,LOW,MATCHED,SDSS DR7 J587732+4832,2026-10-10T21:33:00Z,/library/images/54990.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.80 with 80.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3434,0.7135,0.8,0.0,0.0,0.0689
LIB-000095,55817,587732484351983802,156.24652,47.05439,Ser,EDGE_ON,Galaxy,0.85,0.1101,0.1101,LOW,MATCHED,SDSS DR7 J587732+4843,2026-11-11T22:34:00Z,/library/images/55817.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.85 with 85.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2271,0.8306,0.85,1.0,0.7389,0.0702
